week_start,rank,gateway_id,score,reason,n_meters_installed,site_type,region,avg_read_success,total_meters_expected,total_meters_read,overall_read_success
2026-02-23,2,06238EE3BE6C,38.0,38 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on offline_duration_sec,228,Gebäude,Nordrhein-Westfalen,92.84750337381917,5928.0,5504.0,92.84750337381917
2026-02-23,3,0E1D7CA1DB0C,29.0,29 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,525,Gebäude,Baden-Württemberg,94.79853479853479,13650.0,12940.0,94.79853479853479
2026-02-23,4,02D7623552C8,28.0,28 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,141,Heizraum,Nordrhein-Westfalen,78.2051282051282,3666.0,2867.0,78.2051282051282
2026-02-23,5,0AA473D2FC17,27.0,27 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on offline_duration_sec,202,Schaltschrank,Hessen,75.41888804265042,5252.0,3961.0,75.41888804265042
2026-02-23,6,0E3D96237639,26.0,26 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,177,Schaltschrank,Niedersachsen,77.96610169491525,4602.0,3588.0,77.96610169491525
2026-02-23,7,0A4E33E2692B,26.0,26 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on reboot_cnt,170,Schaltschrank,Nordrhein-Westfalen,75.18099547511312,4420.0,3323.0,75.18099547511312
2026-02-23,8,0EF023E6452D,26.0,26 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on offline_duration_sec,123,Gebäude,Nordrhein-Westfalen,89.02439024390243,3198.0,2847.0,89.02439024390245
2026-02-23,9,0E69C64B6E57,25.0,25 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on offline_duration_sec,184,Schaltschrank,Sachsen,93.10200668896321,4784.0,4454.0,93.10200668896321
2026-02-23,10,060EE3CB4779,25.0,25 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on offline_duration_sec,69,Gebäude,Nordrhein-Westfalen,81.77257525083611,1794.0,1467.0,81.77257525083613
2026-02-23,11,0A800188C20F,22.0,22 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on offline_duration_sec,204,Gebäude,Baden-Württemberg,90.95022624434388,5304.0,4824.0,90.9502262443439
2026-02-23,12,02D49A34B2FE,21.0,21 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on offline_duration_sec,418,Gebäude,Bayern,72.8744939271255,10868.0,7920.0,72.8744939271255
2026-02-23,13,0A6324E3E043,20.0,20 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,143,Kellerraum,Bayern,89.2684238838085,3718.0,3319.0,89.2684238838085
2026-02-23,14,0ABC8E60F4C1,20.0,20 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,81,Gebäude,Nordrhein-Westfalen,90.64577397910732,2106.0,1909.0,90.64577397910732
2026-02-23,15,02F093C88F2E,20.0,20 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,127,Gebäude,Nordrhein-Westfalen,92.24712295578436,3302.0,3046.0,92.24712295578438
2026-03-02,1,0EF023E6452D,30.0,30 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,123,Gebäude,Nordrhein-Westfalen,89.02439024390243,3198.0,2847.0,89.02439024390245
2026-03-02,2,0E5303C82FCB,29.0,29 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,238,Außenmast,Sachsen,94.81792717086836,714.0,677.0,94.81792717086834
2026-03-02,3,024DD3A9ADCA,29.0,29 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on offline_duration_sec,187,Gebäude,Baden-Württemberg,84.80049362402305,4862.0,4123.0,84.80049362402303
2026-03-02,4,028B24EADDAD,25.0,25 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on offline_duration_sec,211,Außenmast,Baden-Württemberg,67.20743711265038,5486.0,3687.0,67.20743711265038
2026-03-02,5,0EE071F7B24A,24.0,24 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,142,Gebäude,Niedersachsen,86.70097508125676,3692.0,3201.0,86.70097508125677
2026-03-02,6,0228A99EE35A,24.0,24 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,121,Außenmast,Niedersachsen,92.91163382072475,3146.0,2923.0,92.91163382072473
2026-03-02,7,0A8407CF4D85,22.0,22 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,236,Schaltschrank,Baden-Württemberg,92.27509778357236,6136.0,5662.0,92.27509778357236
2026-03-02,8,0A800188C20F,21.0,21 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,204,Gebäude,Baden-Württemberg,90.95022624434388,5304.0,4824.0,90.9502262443439
2026-03-02,9,02D49A34B2FE,20.0,20 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,418,Gebäude,Bayern,72.8744939271255,10868.0,7920.0,72.8744939271255
2026-03-02,10,0E1D7CA1DB0C,19.0,19 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on offline_duration_sec,525,Gebäude,Baden-Württemberg,94.79853479853479,13650.0,12940.0,94.79853479853479
2026-03-02,11,0AA4B065E5A5,18.0,18 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,125,Gebäude,Niedersachsen,83.78461538461539,3250.0,2723.0,83.78461538461538
2026-03-02,12,021406F56396,18.0,18 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,338,Gebäude,Bayern,92.01183431952663,338.0,311.0,92.01183431952663
2026-03-02,13,0E121B6B8661,18.0,18 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on offline_duration_sec,128,Außenmast,Nordrhein-Westfalen,71.6045673076923,3328.0,2383.0,71.6045673076923
2026-03-02,14,060EE3CB4779,18.0,18 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,69,Gebäude,Nordrhein-Westfalen,81.77257525083611,1794.0,1467.0,81.77257525083613
2026-03-02,15,06AEE181F595,17.0,17 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,340,Kellerraum,Niedersachsen,80.4185520361991,8840.0,7109.0,80.4185520361991
2026-03-09,1,0ABC8E60F4C1,25.0,25 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on reboot_cnt,81,Gebäude,Nordrhein-Westfalen,90.64577397910732,2106.0,1909.0,90.64577397910732
2026-03-09,2,06AEE181F595,25.0,25 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,340,Kellerraum,Niedersachsen,80.4185520361991,8840.0,7109.0,80.4185520361991
2026-03-09,3,0A6324E3E043,24.0,24 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,143,Kellerraum,Bayern,89.2684238838085,3718.0,3319.0,89.2684238838085
2026-03-09,4,029DA26B1A92,24.0,24 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,109,Gebäude,Niedersachsen,93.54269583627382,2834.0,2651.0,93.54269583627382
2026-03-09,5,024DD3A9ADCA,24.0,24 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on offline_duration_sec,187,Gebäude,Baden-Württemberg,84.80049362402305,4862.0,4123.0,84.80049362402303
2026-03-09,6,02F5CE7705EC,23.0,23 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,387,Gebäude,Hessen,68.67421983701053,10062.0,6910.0,68.67421983701053
2026-03-09,7,0E5303C82FCB,23.0,23 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,238,Außenmast,Sachsen,94.81792717086836,714.0,677.0,94.81792717086834
2026-03-09,8,02075B45BF24,22.0,22 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,146,Gebäude,Nordrhein-Westfalen,84.40463645943099,3796.0,3204.0,84.40463645943098
2026-03-09,9,06C77FEA9550,21.0,21 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on offline_duration_sec,54,Schaltschrank,Bayern,90.31339031339031,1404.0,1268.0,90.31339031339031
2026-03-09,10,06F170E6BB03,21.0,21 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on reboot_cnt,168,Gebäude,Bayern,95.23809523809523,168.0,160.0,95.23809523809523
2026-03-09,11,028B24EADDAD,20.0,20 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,211,Außenmast,Baden-Württemberg,67.20743711265038,5486.0,3687.0,67.20743711265038
2026-03-09,12,0E41CF7F74D5,18.0,18 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on offline_duration_sec,380,Heizraum,Nordrhein-Westfalen,94.23076923076923,9880.0,9310.0,94.23076923076923
2026-03-09,13,0E2DEE345837,18.0,18 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,262,Heizraum,Bayern,94.3775689958896,6812.0,6429.0,94.3775689958896
2026-03-09,14,0257E855DBCE,17.0,17 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,125,Gebäude,Nordrhein-Westfalen,50.06153846153846,3250.0,1627.0,50.061538461538454
2026-03-09,15,0EE071F7B24A,17.0,17 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,142,Gebäude,Niedersachsen,86.70097508125676,3692.0,3201.0,86.70097508125677
2026-03-16,1,0A182EFD3C61,40.0,40 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,124,Außenmast,Baden-Württemberg,88.05831265508685,3224.0,2839.0,88.05831265508685
2026-03-16,2,060C5773A61B,26.0,26 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on offline_duration_sec,116,Außenmast,Niedersachsen,88.92572944297082,3016.0,2682.0,88.92572944297082
2026-03-16,3,0A6324E3E043,21.0,21 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,143,Kellerraum,Bayern,89.2684238838085,3718.0,3319.0,89.2684238838085
2026-03-16,4,0ABC8E60F4C1,20.0,20 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,81,Gebäude,Nordrhein-Westfalen,90.64577397910732,2106.0,1909.0,90.64577397910732
2026-03-16,5,0A268A7E40CD,20.0,20 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,123,Schaltschrank,Nordrhein-Westfalen,93.0268918073796,3198.0,2975.0,93.02689180737961
2026-03-16,6,0656377B3078,20.0,20 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,42,Heizraum,Baden-Württemberg,97.61904761904762,84.0,82.0,97.61904761904762
2026-03-16,7,02F5CE7705EC,19.0,19 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on offline_duration_sec,387,Gebäude,Hessen,68.67421983701053,10062.0,6910.0,68.67421983701053
2026-03-16,8,0230EEF72435,18.0,18 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,351,Gebäude,Nordrhein-Westfalen,96.48257725180801,9126.0,8805.0,96.48257725180802
2026-03-16,9,0A184A2E46B7,18.0,18 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,80,Außenmast,Baden-Württemberg,70.57692307692308,2080.0,1468.0,70.57692307692308
2026-03-16,10,06AEE181F595,18.0,18 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,340,Kellerraum,Niedersachsen,80.4185520361991,8840.0,7109.0,80.4185520361991
2026-03-16,11,0A9A3BFD6C9B,17.0,17 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,129,Gebäude,Nordrhein-Westfalen,95.08050089445439,3354.0,3189.0,95.08050089445437
2026-03-16,12,06F170E6BB03,17.0,17 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on reboot_cnt,168,Gebäude,Bayern,95.23809523809523,168.0,160.0,95.23809523809523
2026-03-16,13,028B24EADDAD,17.0,17 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on offline_duration_sec,211,Außenmast,Baden-Württemberg,67.20743711265038,5486.0,3687.0,67.20743711265038
2026-03-16,14,06DAF11BD38F,17.0,17 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,418,Gebäude,Baden-Württemberg,83.45601766654399,10868.0,9070.0,83.45601766654399
2026-03-16,15,0A6D3595373D,15.0,15 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,152,Gebäude,Baden-Württemberg,93.1174089068826,3952.0,3680.0,93.11740890688259
2026-03-23,1,0687F36E02C6,28.0,28 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on offline_duration_sec,302,Gebäude,Nordrhein-Westfalen,92.81711665817626,7852.0,7288.0,92.81711665817626
2026-03-23,2,0E121B6B8661,25.0,25 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on reboot_cnt,128,Außenmast,Nordrhein-Westfalen,71.6045673076923,3328.0,2383.0,71.6045673076923
2026-03-23,3,060C5773A61B,24.0,24 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on offline_duration_sec,116,Außenmast,Niedersachsen,88.92572944297082,3016.0,2682.0,88.92572944297082
2026-03-23,4,0A182EFD3C61,23.0,23 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,124,Außenmast,Baden-Württemberg,88.05831265508685,3224.0,2839.0,88.05831265508685
2026-03-23,5,02F5CE7705EC,21.0,21 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on offline_duration_sec,387,Gebäude,Hessen,68.67421983701053,10062.0,6910.0,68.67421983701053
2026-03-23,6,021406F56396,21.0,21 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,338,Gebäude,Bayern,92.01183431952663,338.0,311.0,92.01183431952663
2026-03-23,7,0230D261A1CD,20.0,20 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on offline_duration_sec,240,Gebäude,Niedersachsen,78.97435897435898,6240.0,4928.0,78.97435897435898
2026-03-23,8,0EE587927263,19.0,19 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on offline_duration_sec,195,Heizraum,Bayern,,,,
2026-03-23,9,0EE51B79E853,19.0,19 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on offline_duration_sec,97,Gebäude,Hessen,94.17129262490087,2522.0,2375.0,94.17129262490087
2026-03-23,10,0ABE42BE4165,19.0,19 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on offline_duration_sec,222,Außenmast,Baden-Württemberg,91.63201663201663,5772.0,5289.0,91.63201663201663
2026-03-23,11,06AEE181F595,18.0,18 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,340,Kellerraum,Niedersachsen,80.4185520361991,8840.0,7109.0,80.4185520361991
2026-03-23,12,0E5A9CEA8093,17.0,17 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,366,Kellerraum,Bayern,89.40731399747793,9516.0,8508.0,89.40731399747793
2026-03-23,13,0EF47B410B41,17.0,17 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,137,Gebäude,Bayern,89.05109489051095,3562.0,3172.0,89.05109489051095
2026-03-23,14,0217820BFFB2,16.0,16 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on offline_duration_sec,162,Heizraum,Nordrhein-Westfalen,90.52706552706553,4212.0,3813.0,90.52706552706553
