gateway_id,offline_flag_hours,disconnect_flag_hours,reboot_flag_hours,recent_offline_mean,recent_disconnect_mean,recent_reboot_mean,total_flagged_hours,week_start,needs_visit
027137436C87,2.0,8.0,0.0,22.725609756097562,0.04878048780487805,0.0,10.0,2025-08-25,0
0278E06A2F67,1.0,1.0,0.0,30.635220125786162,0.006289308176100629,0.0,2.0,2025-08-25,0
0279D2AC6ACE,2.0,10.0,0.0,33.99342105263158,0.07236842105263158,0.0,12.0,2025-08-25,0
027B2DC4EA84,0.0,1.0,0.0,145.53642384105962,0.07947019867549669,0.0,1.0,2025-08-25,0
027D07FC97FC,0.0,3.0,0.0,6.109489051094891,0.021897810218978103,0.0,3.0,2025-08-25,1
027FE9CED489,2.0,2.0,0.0,52.99363057324841,0.5605095541401274,0.0,4.0,2025-08-25,0
028764AA026E,1.0,1.0,0.0,7.9573170731707314,0.006097560975609756,0.0,2.0,2025-08-25,0
02892F51E1CB,4.0,8.0,9.0,28818.263157894737,14.671052631578947,0.11842105263157894,21.0,2025-08-25,0
0289694A6E5B,2.0,3.0,0.0,90.74666666666667,0.2,0.0,5.0,2025-08-25,0
028B24EADDAD,4.0,0.0,0.0,96.02631578947368,0.08552631578947369,0.0,4.0,2025-08-25,0
028CC0AE5719,5.0,3.0,0.0,98.47435897435898,0.1858974358974359,0.0,8.0,2025-08-25,0
0293918A963F,1.0,1.0,0.0,192.920245398773,0.006134969325153374,0.0,2.0,2025-08-25,0
02980E461859,1.0,5.0,0.0,63.0,0.03067484662576687,0.0,6.0,2025-08-25,0
029A2B32D17E,5.0,5.0,1.0,884.1185185185185,1.4074074074074074,0.007407407407407408,11.0,2025-08-25,0
029C03C2BF19,10.0,6.0,0.0,15879.641025641025,7.0085470085470085,0.0,16.0,2025-08-25,0
029DA26B1A92,4.0,2.0,0.0,50.97575757575758,0.10303030303030303,0.0,6.0,2025-08-25,0
02A80292CB97,2.0,4.0,0.0,65.75757575757575,0.17575757575757575,0.0,6.0,2025-08-25,0
02B5C5ADC792,3.0,4.0,1.0,254.6979865771812,0.1610738255033557,0.006711409395973154,8.0,2025-08-25,0
02B742646A0E,3.0,1.0,0.0,65.41666666666667,0.14743589743589744,0.0,4.0,2025-08-25,0
02BAD919855D,2.0,3.0,0.0,247.38194444444446,0.20833333333333334,0.0,5.0,2025-08-25,0
02BD26A4C3A0,2.0,8.0,0.0,66.38414634146342,0.04878048780487805,0.0,10.0,2025-08-25,0
02C0F45F31E7,8.0,0.0,1.0,203276.12121212122,48.31818181818182,0.030303030303030304,9.0,2025-08-25,0
02CFFA3A3F35,1.0,3.0,0.0,15.950920245398773,0.018404907975460124,0.0,4.0,2025-08-25,0
02D49A34B2FE,0.0,0.0,0.0,233.53676470588235,0.25,0.07352941176470588,0.0,2025-08-25,0
02D4DFEF402A,4.0,8.0,0.0,18.23448275862069,0.30344827586206896,0.0,12.0,2025-08-25,0
02D7623552C8,1.0,0.0,0.0,45857.32307692308,12.092307692307692,3.3384615384615386,1.0,2025-08-25,1
02DC03A0F1E6,1.0,7.0,0.0,58.80379746835443,0.04430379746835443,0.0,8.0,2025-08-25,0
02E12310186C,2.0,11.0,1.0,112.69135802469135,0.07407407407407407,0.006172839506172839,14.0,2025-08-25,0
02EBC6CD4398,3.0,12.0,0.0,62.91875,0.075,0.0,15.0,2025-08-25,0
02F093C88F2E,4.0,3.0,0.0,251.89375,0.16875,0.0,7.0,2025-08-25,0
02F18EEE028A,2.0,2.0,1.0,51.833333333333336,0.11333333333333333,0.006666666666666667,5.0,2025-08-25,0
02F56F7C8E0B,0.0,2.0,0.0,13.725609756097562,0.012195121951219513,0.0,2.0,2025-08-25,0
02F5CE7705EC,3.0,10.0,2.0,2460.126984126984,4.055555555555555,0.015873015873015872,15.0,2025-08-25,0
02F98EB34A7A,2.0,5.0,0.0,9.859756097560975,0.03048780487804878,0.0,7.0,2025-08-25,0
02FBDD4A2C43,8.0,7.0,0.0,2148.2384615384617,0.36153846153846153,0.0,15.0,2025-08-25,1
060C5773A61B,4.0,0.0,0.0,1494.578125,1.2265625,0.0,4.0,2025-08-25,0
060EE3CB4779,2.0,1.0,2.0,3014.149606299213,1.811023622047244,0.015748031496062992,5.0,2025-08-25,0
06132D7396F8,0.0,0.0,0.0,701.0378787878788,1.121212121212121,0.0,0.0,2025-08-25,0
0616F247083A,5.0,2.0,2.0,153.93333333333334,0.1259259259259259,0.014814814814814815,9.0,2025-08-25,0
061A4322745C,6.0,3.0,1.0,140.52380952380952,0.32653061224489793,0.006802721088435374,10.0,2025-08-25,0
06238EE3BE6C,7.0,6.0,3.0,174.8427672955975,0.2389937106918239,0.018867924528301886,16.0,2025-08-25,0
062EA113798F,3.0,5.0,2.0,30.32075471698113,0.031446540880503145,0.012578616352201259,10.0,2025-08-25,0
0634F78DB4C5,3.0,0.0,2.0,460.136690647482,0.6258992805755396,0.014388489208633094,5.0,2025-08-25,0
0639EA5602C1,3.0,6.0,0.0,32.49390243902439,0.036585365853658534,0.0,9.0,2025-08-25,0
0644582257D9,3.0,0.0,1.0,193.5,0.11486486486486487,0.006756756756756757,4.0,2025-08-25,0
064AED1EC0AA,0.0,1.0,8.0,79.11643835616438,0.15753424657534246,0.0547945205479452,9.0,2025-08-25,0
064BE19B0A9E,3.0,4.0,2.0,187.38853503184714,0.025477707006369428,0.012738853503184714,9.0,2025-08-25,0
064C94C771EC,1.0,1.0,0.0,21.618181818181817,0.006060606060606061,0.0,2.0,2025-08-25,0
064E66B5367B,2.0,1.0,0.0,131.9805194805195,0.37662337662337664,0.0,3.0,2025-08-25,0
06509A84E873,4.0,1.0,1.0,7.382716049382716,0.10493827160493827,0.006172839506172839,6.0,2025-08-25,0
065B928716CD,0.0,0.0,9.0,2123.7096774193546,3.0403225806451615,0.08064516129032258,9.0,2025-08-25,0
065C003A8D0C,3.0,1.0,9.0,1282.5230769230768,1.2538461538461538,0.06923076923076923,13.0,2025-08-25,0
066430BA5119,3.0,5.0,0.0,86.11392405063292,0.03164556962025317,0.0,8.0,2025-08-25,0
0665C3FE6D67,1.0,4.0,0.0,45.84172661870504,0.03597122302158273,0.0,5.0,2025-08-25,0
06711BE6AD2A,1.0,11.0,1.0,110.55844155844156,0.07142857142857142,0.006493506493506494,13.0,2025-08-25,0
06787526FEB3,3.0,4.0,0.0,1387.876923076923,2.0692307692307694,0.0,7.0,2025-08-25,1
0683D2A8DA42,1.0,9.0,0.0,102.63125,0.05625,0.0,10.0,2025-08-25,0
068553B3AA23,3.0,4.0,0.0,16.474683544303797,0.02531645569620253,0.0,7.0,2025-08-25,0
0687F36E02C6,6.0,3.0,0.0,87.55555555555556,0.15432098765432098,0.0,9.0,2025-08-25,0
06903F988F32,4.0,0.0,0.0,148486.31147540984,52.36065573770492,29.295081967213115,4.0,2025-08-25,0
0693096C4C42,5.0,6.0,0.0,353.13157894736844,0.039473684210526314,0.0,11.0,2025-08-25,0
069357B9F15F,0.0,0.0,0.0,4005.905982905983,2.5128205128205128,0.23076923076923078,0.0,2025-08-25,0
06981FD8AA87,0.0,2.0,1.0,277.625,0.13157894736842105,0.046052631578947366,3.0,2025-08-25,0
069A98DEEB1D,0.0,0.0,1.0,559.5284552845528,0.8130081300813008,0.008130081300813009,1.0,2025-08-25,0
06AA1DE70CBF,2.0,5.0,0.0,75.29012345679013,0.030864197530864196,0.0,7.0,2025-08-25,0
06AAA28A5D6B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-08-25,0
06AEE181F595,8.0,4.0,0.0,6595.1894736842105,2.663157894736842,0.0,12.0,2025-08-25,0
06B162DC93E3,1.0,3.0,0.0,12.556962025316455,0.0189873417721519,0.0,4.0,2025-08-25,0
06B641B75B29,2.0,0.0,0.0,168468.5,53.45652173913044,26.08695652173913,2.0,2025-08-25,0
06C0D5E3BCDB,0.0,0.0,2.0,308.28776978417267,0.22302158273381295,0.014388489208633094,2.0,2025-08-25,0
06C0F27E810B,0.0,1.0,0.0,40.53658536585366,0.11585365853658537,0.0,1.0,2025-08-25,0
06C67619095C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-08-25,0
06C77FEA9550,1.0,1.0,3.0,342.3448275862069,0.6620689655172414,0.020689655172413793,5.0,2025-08-25,0
06C98DF4F0FA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-08-25,0
06CE0F3CFB3C,8.0,11.0,3.0,6364.290909090909,0.5181818181818182,0.02727272727272727,22.0,2025-08-25,0
06D0342253A0,2.0,1.0,0.0,179.50931677018633,0.09316770186335403,0.0,3.0,2025-08-25,0
06D388A19D5D,3.0,2.0,0.0,10.949685534591195,0.15723270440251572,0.0,5.0,2025-08-25,0
06D6B7018E15,1.0,0.0,0.0,70.59235668789809,0.07006369426751592,0.0,1.0,2025-08-25,0
06D7F6C73E0C,1.0,5.0,0.0,17.24848484848485,0.030303030303030304,0.0,6.0,2025-08-25,0
06D84598CCB4,4.0,8.0,0.0,64.64556962025317,0.05063291139240506,0.0,12.0,2025-08-25,0
06DAF11BD38F,4.0,9.0,0.0,55.455128205128204,0.0641025641025641,0.0,13.0,2025-08-25,0
06DF118D7989,4.0,2.0,2.0,321.0127388535032,0.3885350318471338,0.012738853503184714,8.0,2025-08-25,0
06EA136A2996,2.0,3.0,0.0,77.69135802469135,0.018518518518518517,0.0,5.0,2025-08-25,0
06EDBAE64B57,2.0,2.0,0.0,53.71951219512195,0.012195121951219513,0.0,4.0,2025-08-25,0
06EEBD283262,0.0,1.0,0.0,13.225,0.00625,0.0,1.0,2025-08-25,0
06EFD61B80ED,0.0,2.0,0.0,3.746913580246914,0.012345679012345678,0.0,2.0,2025-08-25,0
06F2469B50EF,1.0,5.0,4.0,365.29801324503313,0.033112582781456956,0.026490066225165563,10.0,2025-08-25,0
06F2CDBD2C41,4.0,1.0,0.0,173.7578125,0.234375,0.0,5.0,2025-08-25,0
06F40EA87663,1.0,7.0,2.0,62.9874213836478,0.0440251572327044,0.012578616352201259,10.0,2025-08-25,0
06F49BD8F572,0.0,2.0,3.0,33.16352201257862,0.11320754716981132,0.018867924528301886,5.0,2025-08-25,0
06FDA7D7B22A,5.0,3.0,2.0,1566.409090909091,0.21428571428571427,0.012987012987012988,10.0,2025-08-25,0
06FFEC2EFA5E,4.0,5.0,0.0,361.24285714285713,0.6142857142857143,0.0,9.0,2025-08-25,0
0A0B47664A85,2.0,3.0,0.0,34.306748466257666,0.22699386503067484,0.0,5.0,2025-08-25,0
0A10201AFE0A,0.0,11.0,0.0,59.97530864197531,0.06790123456790123,0.0,11.0,2025-08-25,0
0A1037E90A63,4.0,5.0,1.0,114.73809523809524,0.02976190476190476,0.005952380952380952,10.0,2025-08-25,0
0A10A5A5056E,2.0,0.0,0.0,101.9496855345912,0.16981132075471697,0.0,2.0,2025-08-25,0
0A15BC628AFC,2.0,5.0,0.0,824.9673202614379,0.032679738562091505,0.0,7.0,2025-08-25,1
0A182EFD3C61,1.0,0.0,7.0,87.60714285714286,0.8428571428571429,0.05,8.0,2025-08-25,0
0A184A2E46B7,3.0,0.0,1.0,18054.522522522522,30.18018018018018,0.009009009009009009,4.0,2025-08-25,0
0A19C62F4F6D,13.0,17.0,0.0,1029.890410958904,0.589041095890411,0.0,30.0,2025-08-25,0
0A1FB1C98A92,5.0,12.0,0.0,18.70625,0.075,0.0,17.0,2025-08-25,0
0A23474F1944,6.0,3.0,0.0,48.449367088607595,0.23417721518987342,0.0,9.0,2025-08-25,0
0A25F6E3466C,0.0,0.0,1.0,375670.9166666667,52.416666666666664,7.166666666666667,1.0,2025-08-25,0
0A268A7E40CD,3.0,11.0,0.0,73.44585987261146,0.07643312101910828,0.0,14.0,2025-08-25,0
0A272C5A2C9B,1.0,1.0,1.0,18.233128834355828,0.006134969325153374,0.006134969325153374,3.0,2025-08-25,0
0A2778A31BE3,1.0,1.0,0.0,32.074074074074076,0.006172839506172839,0.0,2.0,2025-08-25,0
0A3528D089D9,3.0,2.0,0.0,88.07272727272728,0.11515151515151516,0.0,5.0,2025-08-25,0
0A3983033084,7.0,0.0,0.0,93.95031055900621,0.13664596273291926,0.0,7.0,2025-08-25,0
0A42B2DB6370,0.0,1.0,0.0,3.6645962732919255,0.006211180124223602,0.0,1.0,2025-08-25,0
0A4673793B3E,0.0,2.0,0.0,1.603658536585366,0.012195121951219513,0.0,2.0,2025-08-25,0
0A485668F5C0,3.0,0.0,1.0,242.0344827586207,0.3448275862068966,0.006896551724137931,4.0,2025-08-25,0
0A4C884F240A,4.0,3.0,0.0,215.3375796178344,0.4968152866242038,0.0,7.0,2025-08-25,0
0A4E33E2692B,2.0,1.0,2.0,637.4850746268656,0.6343283582089553,0.014925373134328358,5.0,2025-08-25,0
0A52DDE896BF,6.0,8.0,0.0,1058.7823129251701,1.7755102040816326,0.0,14.0,2025-08-25,0
0A55DA266F71,0.0,3.0,0.0,4.9937888198757765,0.018633540372670808,0.0,3.0,2025-08-25,0
0A568E79FEF6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-08-25,0
0A57338657F8,2.0,0.0,0.0,18.944099378881987,0.11801242236024845,0.0,2.0,2025-08-25,0
0A57A684E20B,2.0,4.0,0.0,43.29192546583851,0.024844720496894408,0.0,6.0,2025-08-25,0
0A5C1439B384,3.0,5.0,0.0,152.26347305389223,0.029940119760479042,0.0,8.0,2025-08-25,0
0A5D017E401E,1.0,2.0,0.0,92.15723270440252,0.1069182389937107,0.0,3.0,2025-08-25,0
0A5E96449374,3.0,0.0,4.0,1527.2478632478633,1.5897435897435896,0.03418803418803419,7.0,2025-08-25,0
0A61E3165158,4.0,6.0,0.0,58.166666666666664,0.16666666666666666,0.0,10.0,2025-08-25,0
0A62EECEEBD1,1.0,5.0,0.0,87.67073170731707,0.03048780487804878,0.0,6.0,2025-08-25,0
0A6324E3E043,3.0,1.0,5.0,115.27848101265823,0.0759493670886076,0.03164556962025317,9.0,2025-08-25,0
0A6390E0FBA4,1.0,1.0,0.0,2301.268907563025,3.1092436974789917,0.0,2.0,2025-08-25,0
0A663B6B4B28,4.0,2.0,0.0,8772.259615384615,15.278846153846153,0.19230769230769232,6.0,2025-08-25,0
0A682ED9C6DD,3.0,10.0,3.0,160.79591836734693,0.06802721088435375,0.02040816326530612,16.0,2025-08-25,0
0A68A2032450,5.0,1.0,0.0,170.6771653543307,0.16535433070866143,0.0,6.0,2025-08-25,0
0A68DF0B3D07,3.0,12.0,0.0,34.03164556962025,0.0759493670886076,0.0,15.0,2025-08-25,0
0A68F38A6ACF,1.0,1.0,0.0,11491.759036144578,1.963855421686747,0.3614457831325301,2.0,2025-08-25,0
0A6C571A1550,3.0,4.0,0.0,17.13939393939394,0.024242424242424242,0.0,7.0,2025-08-25,0
0A6D3595373D,3.0,12.0,0.0,103.60122699386503,0.07975460122699386,0.0,15.0,2025-08-25,0
0A6DA0C82CCB,0.0,1.0,0.0,28.981927710843372,0.006024096385542169,0.0,1.0,2025-08-25,0
0A71A6F9D6C6,1.0,0.0,0.0,184.28220858895705,0.12269938650306748,0.0,1.0,2025-08-25,0
0A78FAF47B00,1.0,0.0,1.0,171.93421052631578,0.2894736842105263,0.006578947368421052,2.0,2025-08-25,0
0A7AAFDD9E11,3.0,9.0,0.0,4599.1720430107525,0.4731182795698925,0.0,12.0,2025-08-25,0
0A7AC5BDAF86,4.0,7.0,1.0,21.22360248447205,0.043478260869565216,0.006211180124223602,12.0,2025-08-25,0
0A800188C20F,3.0,10.0,0.0,114.1741935483871,0.06451612903225806,0.0,13.0,2025-08-25,0
0A8407CF4D85,3.0,12.0,0.0,92.4746835443038,0.0759493670886076,0.0,15.0,2025-08-25,0
0A87B8C2734F,0.0,3.0,0.0,56.41935483870968,0.12903225806451613,0.0,3.0,2025-08-25,0
0A8EA87BB037,4.0,4.0,0.0,63.80120481927711,0.1566265060240964,0.0,8.0,2025-08-25,0
0A9547C11A56,2.0,0.0,0.0,28.14012738853503,0.1592356687898089,0.0,2.0,2025-08-25,0
0A96EACD8070,1.0,0.0,0.0,98804.9156626506,36.096385542168676,1.1566265060240963,1.0,2025-08-25,0
0A974F5D7D8C,2.0,0.0,1.0,19677.774509803923,3.4411764705882355,1.6568627450980393,3.0,2025-08-25,0
0A9A3BFD6C9B,2.0,1.0,0.0,49.46666666666667,0.32,0.0,3.0,2025-08-25,0
0AA18F330F59,1.0,2.0,0.0,2279.2321428571427,3.517857142857143,0.0,3.0,2025-08-25,0
0AA2818A7B27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-08-25,0
0AA296FF247D,2.0,2.0,1.0,101.36805555555556,0.14583333333333334,0.006944444444444444,5.0,2025-08-25,0
0AA2F2CAB50B,4.0,1.0,1.0,930.1118881118881,2.6083916083916083,0.006993006993006993,6.0,2025-08-25,0
0AA3F18DE550,5.0,13.0,1.0,145.77777777777777,0.08024691358024691,0.006172839506172839,19.0,2025-08-25,0
0AA473D2FC17,3.0,10.0,1.0,23.28048780487805,0.06707317073170732,0.006097560975609756,14.0,2025-08-25,0
0AA4B065E5A5,1.0,6.0,0.0,11.939024390243903,0.036585365853658534,0.0,7.0,2025-08-25,0
0AA9051FFFFA,2.0,3.0,0.0,37.35220125786164,0.018867924528301886,0.0,5.0,2025-08-25,0
0AB410184143,1.0,2.0,0.0,34.90909090909091,0.012121212121212121,0.0,3.0,2025-08-25,0
0AB5F9C21BF8,0.0,1.0,6.0,190.20945945945945,0.33783783783783783,0.04054054054054054,7.0,2025-08-25,0
0AB6B45C775A,2.0,0.0,1.0,3135.0943396226417,3.8867924528301887,0.10377358490566038,3.0,2025-08-25,0
0AB97B7632EB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-08-25,0
0ABC8E60F4C1,2.0,0.0,0.0,403.88028169014086,0.09154929577464789,0.0,2.0,2025-08-25,0
0ABD2E513F79,4.0,3.0,0.0,727.2222222222222,0.19444444444444445,0.0,7.0,2025-08-25,0
0ABE42BE4165,4.0,2.0,0.0,72.57236842105263,0.13157894736842105,0.0,6.0,2025-08-25,0
0AC437023B18,3.0,7.0,0.0,6.203947368421052,0.05921052631578947,0.0,10.0,2025-08-25,0
0AD276FC5E27,6.0,6.0,1.0,1828.1190476190477,0.6428571428571429,0.007936507936507936,13.0,2025-08-25,0
0AD2C92E9756,0.0,2.0,1.0,16.950617283950617,0.012345679012345678,0.006172839506172839,3.0,2025-08-25,0
0ADD02AB693D,2.0,10.0,0.0,66.47741935483872,0.07096774193548387,0.0,12.0,2025-08-25,0
0AE03793586F,0.0,1.0,0.0,13.299363057324841,0.006369426751592357,0.0,1.0,2025-08-25,0
0AE21E7A17E4,5.0,1.0,0.0,165.24074074074073,0.35802469135802467,0.0,6.0,2025-08-25,0
0AE6BF39C720,1.0,1.0,0.0,44.85,0.24375,0.0,2.0,2025-08-25,0
0AEF10F3A994,0.0,1.0,0.0,25.29936305732484,0.05732484076433121,0.0,1.0,2025-08-25,0
0AF1F0E3B640,3.0,7.0,0.0,60.936708860759495,0.05063291139240506,0.0,10.0,2025-08-25,0
0AF51D7D0F73,2.0,2.0,0.0,355.8758620689655,0.4689655172413793,0.0,4.0,2025-08-25,0
0AF8DCB98E4B,1.0,2.0,0.0,120.26923076923077,0.23717948717948717,0.0,3.0,2025-08-25,0
0AF9846E92DD,3.0,4.0,0.0,5944.521276595745,1.3404255319148937,0.0,7.0,2025-08-25,0
0AFB7B311996,5.0,4.0,6.0,9809.595041322315,0.39669421487603307,0.30578512396694213,15.0,2025-08-25,0
0AFE702BB093,1.0,4.0,4.0,1446.4018691588785,3.6261682242990654,0.037383177570093455,9.0,2025-08-25,0
0AFFC263C0D9,3.0,1.0,7.0,1232.4583333333333,0.8,0.058333333333333334,11.0,2025-08-25,0
0E03D8F69853,8.0,4.0,4.0,15915.85,7.06,0.04,16.0,2025-08-25,0
0E0A8D6EB6B9,0.0,0.0,0.0,296.8129496402878,0.22302158273381295,0.0,0.0,2025-08-25,0
0E0C3EB7915D,4.0,0.0,0.0,66.96153846153847,0.33974358974358976,0.0,4.0,2025-08-25,0
0E0E2996F51A,0.0,0.0,1.0,115.42666666666666,0.2866666666666667,0.006666666666666667,1.0,2025-08-25,0
0E113B01A9A2,2.0,8.0,0.0,16.944444444444443,0.04938271604938271,0.0,10.0,2025-08-25,0
0E11F69747A8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-08-25,0
0E121B6B8661,0.0,0.0,0.0,704.9652777777778,0.4236111111111111,0.2013888888888889,0.0,2025-08-25,0
0E1B6F4DBA34,3.0,5.0,0.0,101.20394736842105,0.39473684210526316,0.0,8.0,2025-08-25,1
0E1C622E61BC,2.0,10.0,3.0,112.83660130718954,0.06535947712418301,0.0196078431372549,15.0,2025-08-25,0
0E1D7CA1DB0C,1.0,0.0,0.0,74.1625,0.16875,0.0,1.0,2025-08-25,0
0E21C239D865,2.0,3.0,0.0,68.51533742331289,0.018404907975460124,0.0,5.0,2025-08-25,0
0E2575C7EE05,4.0,2.0,3.0,250.3987341772152,0.1518987341772152,0.0189873417721519,9.0,2025-08-25,0
0E2728C481CA,2.0,1.0,3.0,512.7333333333333,0.5703703703703704,0.022222222222222223,6.0,2025-08-25,0
0E293C5E4650,0.0,1.0,0.0,45.075471698113205,0.11949685534591195,0.0,1.0,2025-08-25,0
0E2DEE345837,0.0,7.0,0.0,59.9559748427673,0.0440251572327044,0.0,7.0,2025-08-25,0
0E31C429C185,0.0,1.0,0.0,23.280254777070063,0.006369426751592357,0.0,1.0,2025-08-25,0
0E34282F4B53,3.0,4.0,0.0,51.32298136645963,0.024844720496894408,0.0,7.0,2025-08-25,0
0E3D06A07E94,0.0,2.0,2.0,1561.96,2.168,0.016,4.0,2025-08-25,0
0E3D96237639,2.0,6.0,0.0,19.158536585365855,0.036585365853658534,0.0,8.0,2025-08-25,0
0E41CF7F74D5,2.0,5.0,0.0,22.871794871794872,0.15384615384615385,0.0,7.0,2025-08-25,0
0E462188408C,3.0,1.0,0.0,22.412903225806453,0.9612903225806452,0.0,4.0,2025-08-25,0
0E4CE5FB4405,3.0,0.0,0.0,216.3840579710145,0.26811594202898553,0.0,3.0,2025-08-25,0
0E50A5B2E5C4,2.0,6.0,1.0,78.56774193548387,0.03870967741935484,0.0064516129032258064,9.0,2025-08-25,0
0E543D410B0C,4.0,8.0,0.0,74.44242424242424,0.048484848484848485,0.0,12.0,2025-08-25,0
0E55F28AB569,2.0,3.0,0.0,8.474683544303797,0.02531645569620253,0.0,5.0,2025-08-25,0
0E5A9CEA8093,0.0,0.0,2.0,128.63870967741934,0.14838709677419354,0.012903225806451613,2.0,2025-08-25,0
0E5CD9B19DCB,0.0,0.0,1.0,0.0,0.0,0.006535947712418301,1.0,2025-08-25,0
0E5DFCF65AD4,0.0,0.0,0.0,653.8512396694215,0.2066115702479339,0.0,0.0,2025-08-25,0
0E61D34F9993,5.0,1.0,1.0,15.975460122699387,0.07975460122699386,0.006134969325153374,7.0,2025-08-25,0
0E69783262BE,8.0,0.0,0.0,237.8791946308725,0.1476510067114094,0.0,8.0,2025-08-25,0
0E69C64B6E57,1.0,1.0,0.0,12.670807453416149,0.006211180124223602,0.0,2.0,2025-08-25,0
0E6A7794AFC7,0.0,5.0,0.0,107.09868421052632,0.03289473684210526,0.0,5.0,2025-08-25,0
0E6ACE6D3146,5.0,5.0,0.0,44.961290322580645,0.24516129032258063,0.0,10.0,2025-08-25,0
0E6D2CBAED41,3.0,1.0,2.0,1429.8345323741007,2.1366906474820144,0.014388489208633094,6.0,2025-08-25,0
0E752F1B295C,7.0,2.0,5.0,1148.5347222222222,1.4791666666666667,0.034722222222222224,14.0,2025-08-25,1
