week_start,rank,gateway_id,score,reason,read_success_rate,read_failure_rate,field_visits,problems_fixed,technician_hours,evidence_score,new_rank
2026-02-09,3,0A3983033084,24.0,24 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,89.65301003344482,10.346989966555185,2.0,0.0,3.06,27.069397993311036,4
2026-02-09,13,0A7AC5BDAF86,17.0,17 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,62.64817150063051,37.35182849936949,3.0,1.0,3.2800000000000002,26.4703656998739,5
2026-02-09,11,0A4E33E2692B,19.0,19 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,75.18099547511312,24.81900452488688,4.0,1.0,6.2,26.463800904977376,6
2026-02-09,4,0AA296FF247D,22.0,22 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on offline_duration_sec,89.29275852352777,10.707241476472234,3.0,0.0,4.17,25.641448295294445,7
2026-02-09,7,02097AB58D3C,21.0,21 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on offline_duration_sec,90.68376068376068,9.316239316239319,3.0,0.0,3.37,24.363247863247864,8
2026-02-09,8,0A6324E3E043,19.0,19 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on reboot_cnt,89.2684238838085,10.731576116191505,2.0,2.0,5.8,23.1463152232383,9
2026-02-09,15,06787526FEB3,16.0,16 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on offline_duration_sec,76.92307692307692,23.07692307692308,2.0,2.0,5.12,22.615384615384617,10
2026-02-09,6,06D6B7018E15,21.0,21 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on offline_duration_sec,92.09401709401709,7.90598290598291,0.0,0.0,0.0,22.581196581196583,11
2026-02-09,14,0230D261A1CD,16.0,16 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on offline_duration_sec,78.97435897435898,21.025641025641022,3.0,1.0,4.63,22.205128205128204,12
2026-02-09,12,06D84598CCB4,18.0,18 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,85.46658259773014,14.533417402269862,1.0,1.0,2.11,21.90668348045397,13
2026-02-09,10,0E9DC914D8DF,19.0,19 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,91.08507386653082,8.91492613346918,1.0,0.0,0.86,21.282985226693835,14
2026-02-09,9,0A71A6F9D6C6,19.0,19 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,93.45188861317894,6.548111386821063,1.0,0.0,0.83,20.809622277364213,15
2026-02-16,1,0A4673793B3E,38.0,38 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,96.09780019616086,3.902199803839139,2.0,0.0,2.35,39.78043996076783,1
2026-02-16,5,0A68F38A6ACF,30.0,30 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on offline_duration_sec,69.03353057199212,30.966469428007883,2.0,1.0,3.77,37.69329388560158,2
2026-02-16,6,02D49A34B2FE,29.0,29 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on reboot_cnt,72.8744939271255,27.1255060728745,3.0,3.0,6.890000000000001,37.4251012145749,3
2026-02-16,2,0228A99EE35A,35.0,35 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on reboot_cnt,92.91163382072475,7.088366179275255,0.0,0.0,0.0,36.41767323585505,4
2026-02-16,3,0AA296FF247D,32.0,32 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on offline_duration_sec,89.29275852352777,10.707241476472234,3.0,0.0,4.17,35.641448295294445,5
2026-02-16,4,065B928716CD,31.0,31 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on offline_duration_sec,88.67521367521368,11.324786324786317,0.0,0.0,0.0,33.26495726495726,6
2026-02-16,7,0A4E33E2692B,25.0,25 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on reboot_cnt,75.18099547511312,24.81900452488688,4.0,1.0,6.2,32.463800904977376,7
2026-02-16,8,0E69C64B6E57,25.0,25 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on offline_duration_sec,93.10200668896321,6.897993311036785,3.0,1.0,4.24,28.379598662207357,8
2026-02-16,9,0A6324E3E043,24.0,24 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on offline_duration_sec,89.2684238838085,10.731576116191505,2.0,2.0,5.8,28.1463152232383,9
2026-02-16,13,0A7AAFDD9E11,21.0,21 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,80.6606699751861,19.339330024813904,3.0,3.0,9.42,27.86786600496278,10
2026-02-16,14,0230D261A1CD,20.0,20 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,78.97435897435898,21.025641025641022,3.0,1.0,4.63,26.205128205128204,11
2026-02-16,11,0A68DF0B3D07,22.0,22 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,94.67860906217071,5.3213909378292925,3.0,0.0,2.85,24.564278187565858,12
2026-02-16,10,06F170E6BB03,23.0,23 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,95.23809523809523,4.761904761904773,0.0,0.0,0.0,23.952380952380956,13
2026-02-16,12,06238EE3BE6C,21.0,21 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on reboot_cnt,92.84750337381917,7.1524966261808345,3.0,0.0,2.8200000000000003,23.930499325236166,14
2026-02-16,15,060EE3CB4779,19.0,19 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on offline_duration_sec,81.77257525083611,18.227424749163887,1.0,1.0,1.6,23.645484949832777,15
2026-02-23,2,06238EE3BE6C,38.0,38 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on offline_duration_sec,92.84750337381917,7.1524966261808345,3.0,0.0,2.8200000000000003,40.93049932523617,1
2026-02-23,1,0228A99EE35A,39.0,39 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,92.91163382072475,7.088366179275255,0.0,0.0,0.0,40.41767323585505,2
2026-02-23,4,02D7623552C8,28.0,28 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,78.2051282051282,21.794871794871796,4.0,2.0,7.260000000000001,35.35897435897436,3
2026-02-23,7,0A4E33E2692B,26.0,26 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on reboot_cnt,75.18099547511312,24.81900452488688,4.0,1.0,6.2,33.463800904977376,4
2026-02-23,5,0AA473D2FC17,27.0,27 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on offline_duration_sec,75.41888804265042,24.581111957349577,2.0,1.0,4.1899999999999995,33.416222391469915,5
2026-02-23,6,0E3D96237639,26.0,26 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,77.96610169491525,22.033898305084747,2.0,1.0,3.17,31.906779661016948,6
2026-02-23,3,0E1D7CA1DB0C,29.0,29 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,94.79853479853479,5.201465201465211,1.0,1.0,1.51,31.040293040293044,7
2026-02-23,8,0EF023E6452D,26.0,26 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on offline_duration_sec,89.02439024390243,10.975609756097569,2.0,2.0,4.67,30.195121951219512,8
2026-02-23,10,060EE3CB4779,25.0,25 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on offline_duration_sec,81.77257525083611,18.227424749163887,1.0,1.0,1.6,29.645484949832777,9
2026-02-23,12,02D49A34B2FE,21.0,21 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on offline_duration_sec,72.8744939271255,27.1255060728745,3.0,3.0,6.890000000000001,29.4251012145749,10
2026-02-23,9,0E69C64B6E57,25.0,25 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on offline_duration_sec,93.10200668896321,6.897993311036785,3.0,1.0,4.24,28.379598662207357,11
2026-02-23,11,0A800188C20F,22.0,22 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on offline_duration_sec,90.95022624434388,9.049773755656119,2.0,0.0,1.69,24.809954751131222,12
2026-02-23,13,0A6324E3E043,20.0,20 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,89.2684238838085,10.731576116191505,2.0,2.0,5.8,24.1463152232383,13
2026-02-23,14,0ABC8E60F4C1,20.0,20 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,90.64577397910732,9.354226020892682,1.0,0.0,1.64,22.370845204178536,14
2026-02-23,15,02F093C88F2E,20.0,20 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,92.24712295578436,7.752877044215637,0.0,0.0,0.0,21.550575408843127,15
2026-03-02,3,024DD3A9ADCA,29.0,29 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on offline_duration_sec,84.80049362402305,15.199506375976952,3.0,3.0,7.470000000000001,35.03990127519539,1
2026-03-02,1,0EF023E6452D,30.0,30 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,89.02439024390243,10.975609756097569,2.0,2.0,4.67,34.19512195121951,2
2026-03-02,4,028B24EADDAD,25.0,25 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on offline_duration_sec,67.20743711265038,32.79256288734962,3.0,2.0,5.44,34.058512577469926,3
2026-03-02,2,0E5303C82FCB,29.0,29 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,94.81792717086836,5.182072829131641,0.0,0.0,0.0,30.036414565826327,4
2026-03-02,5,0EE071F7B24A,24.0,24 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,86.70097508125676,13.299024918743243,3.0,1.0,4.76,28.65980498374865,5
2026-03-02,9,02D49A34B2FE,20.0,20 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,72.8744939271255,27.1255060728745,3.0,3.0,6.890000000000001,28.4251012145749,6
2026-03-02,13,0E121B6B8661,18.0,18 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on offline_duration_sec,71.6045673076923,28.395432692307693,2.0,2.0,6.72,25.67908653846154,7
2026-03-02,7,0A8407CF4D85,22.0,22 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,92.27509778357236,7.724902216427637,2.0,2.0,3.74,25.544980443285528,8
2026-03-02,6,0228A99EE35A,24.0,24 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,92.91163382072475,7.088366179275255,0.0,0.0,0.0,25.41767323585505,9
2026-03-02,8,0A800188C20F,21.0,21 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,90.95022624434388,9.049773755656119,2.0,0.0,1.69,23.809954751131222,10
2026-03-02,14,060EE3CB4779,18.0,18 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,81.77257525083611,18.227424749163887,1.0,1.0,1.6,22.645484949832777,11
2026-03-02,11,0AA4B065E5A5,18.0,18 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,83.78461538461539,16.215384615384608,1.0,1.0,3.51,22.24307692307692,12
2026-03-02,15,06AEE181F595,17.0,17 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,80.4185520361991,19.581447963800898,2.0,0.0,2.2600000000000002,21.91628959276018,13
2026-03-02,10,0E1D7CA1DB0C,19.0,19 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on offline_duration_sec,94.79853479853479,5.201465201465211,1.0,1.0,1.51,21.040293040293044,14
2026-03-02,12,021406F56396,18.0,18 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,92.01183431952663,7.988165680473372,0.0,0.0,0.0,19.597633136094675,15
2026-03-09,6,02F5CE7705EC,23.0,23 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,68.67421983701053,31.325780162989474,4.0,3.0,8.33,32.76515603259789,1
2026-03-09,14,0257E855DBCE,17.0,17 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,50.06153846153846,49.93846153846154,5.0,2.0,9.25,30.487692307692306,2
2026-03-09,5,024DD3A9ADCA,24.0,24 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on offline_duration_sec,84.80049362402305,15.199506375976952,3.0,3.0,7.470000000000001,30.03990127519539,3
2026-03-09,2,06AEE181F595,25.0,25 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,80.4185520361991,19.581447963800898,2.0,0.0,2.2600000000000002,29.91628959276018,4
2026-03-09,11,028B24EADDAD,20.0,20 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,67.20743711265038,32.79256288734962,3.0,2.0,5.44,29.058512577469923,5
2026-03-09,3,0A6324E3E043,24.0,24 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,89.2684238838085,10.731576116191505,2.0,2.0,5.8,28.1463152232383,6
2026-03-09,1,0ABC8E60F4C1,25.0,25 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on reboot_cnt,90.64577397910732,9.354226020892682,1.0,0.0,1.64,27.370845204178536,7
2026-03-09,8,02075B45BF24,22.0,22 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,84.40463645943099,15.59536354056901,3.0,1.0,4.84,27.1190727081138,8
2026-03-09,4,029DA26B1A92,24.0,24 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,93.54269583627382,6.457304163726178,1.0,0.0,0.93,25.791460832745237,9
2026-03-09,9,06C77FEA9550,21.0,21 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on offline_duration_sec,90.31339031339031,9.686609686609685,3.0,1.0,5.51,24.937321937321936,10
2026-03-09,7,0E5303C82FCB,23.0,23 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,94.81792717086836,5.182072829131641,0.0,0.0,0.0,24.036414565826327,11
2026-03-09,10,06F170E6BB03,21.0,21 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on reboot_cnt,95.23809523809523,4.761904761904773,0.0,0.0,0.0,21.952380952380956,12
2026-03-09,15,0EE071F7B24A,17.0,17 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,86.70097508125676,13.299024918743243,3.0,1.0,4.76,21.65980498374865,13
2026-03-09,12,0E41CF7F74D5,18.0,18 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on offline_duration_sec,94.23076923076923,5.769230769230774,4.0,0.0,4.09,21.153846153846153,14
2026-03-09,13,0E2DEE345837,18.0,18 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,94.3775689958896,5.622431004110396,1.0,0.0,0.61,19.62448620082208,15
2026-03-16,1,0A182EFD3C61,40.0,40 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,88.05831265508685,11.941687344913149,1.0,0.0,0.62,42.88833746898263,1
2026-03-16,2,060C5773A61B,26.0,26 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on offline_duration_sec,88.92572944297082,11.07427055702918,3.0,1.0,4.1499999999999995,30.214854111405835,2
2026-03-16,7,02F5CE7705EC,19.0,19 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on offline_duration_sec,68.67421983701053,31.325780162989474,4.0,3.0,8.33,28.765156032597893,3
2026-03-16,13,028B24EADDAD,17.0,17 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on offline_duration_sec,67.20743711265038,32.79256288734962,3.0,2.0,5.44,26.058512577469923,4
2026-03-16,9,0A184A2E46B7,18.0,18 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,70.57692307692308,29.42307692307692,4.0,0.0,3.9699999999999998,25.884615384615383,5
2026-03-16,3,0A6324E3E043,21.0,21 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,89.2684238838085,10.731576116191505,2.0,2.0,5.8,25.1463152232383,6
2026-03-16,10,06AEE181F595,18.0,18 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,80.4185520361991,19.581447963800898,2.0,0.0,2.2600000000000002,22.91628959276018,7
2026-03-16,5,0A268A7E40CD,20.0,20 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,93.0268918073796,6.973108192620401,1.0,1.0,2.85,22.39462163852408,8
2026-03-16,4,0ABC8E60F4C1,20.0,20 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,90.64577397910732,9.354226020892682,1.0,0.0,1.64,22.370845204178536,9
2026-03-16,14,06DAF11BD38F,17.0,17 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,83.45601766654399,16.543982333456015,3.0,1.0,4.71,22.308796466691202,10
2026-03-16,8,0230EEF72435,18.0,18 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,96.48257725180801,3.51742274819199,5.0,0.0,6.13,21.203484549638397,11
2026-03-16,6,0656377B3078,20.0,20 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,97.61904761904762,2.3809523809523796,0.0,0.0,0.0,20.476190476190474,12
2026-03-16,11,0A9A3BFD6C9B,17.0,17 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,95.08050089445439,4.919499105545611,4.0,0.0,3.21,19.983899821109123,13
2026-03-16,12,06F170E6BB03,17.0,17 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on reboot_cnt,95.23809523809523,4.761904761904773,0.0,0.0,0.0,17.952380952380956,14
2026-03-16,15,0A6D3595373D,15.0,15 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,93.1174089068826,6.882591093117398,1.0,0.0,1.79,16.87651821862348,15
2026-03-23,2,0E121B6B8661,25.0,25 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on reboot_cnt,71.6045673076923,28.395432692307693,2.0,2.0,6.72,32.67908653846154,1
2026-03-23,5,02F5CE7705EC,21.0,21 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on offline_duration_sec,68.67421983701053,31.325780162989474,4.0,3.0,8.33,30.765156032597893,2
2026-03-23,1,0687F36E02C6,28.0,28 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on offline_duration_sec,92.81711665817626,7.182883341823739,2.0,0.0,2.3499999999999996,30.436576668364747,3
2026-03-23,3,060C5773A61B,24.0,24 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on offline_duration_sec,88.92572944297082,11.07427055702918,3.0,1.0,4.1499999999999995,28.214854111405835,4
2026-03-23,7,0230D261A1CD,20.0,20 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on offline_duration_sec,78.97435897435898,21.025641025641022,3.0,1.0,4.63,26.205128205128204,5
2026-03-23,4,0A182EFD3C61,23.0,23 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,88.05831265508685,11.941687344913149,1.0,0.0,0.62,25.88833746898263,6
2026-03-23,11,06AEE181F595,18.0,18 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,80.4185520361991,19.581447963800898,2.0,0.0,2.2600000000000002,22.91628959276018,7
2026-03-23,10,0ABE42BE4165,19.0,19 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on offline_duration_sec,91.63201663201663,8.36798336798337,4.0,0.0,4.65,22.673596673596673,8
2026-03-23,6,021406F56396,21.0,21 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,92.01183431952663,7.988165680473372,0.0,0.0,0.0,22.597633136094675,9
2026-03-23,12,0E5A9CEA8093,17.0,17 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,89.40731399747793,10.592686002522072,2.0,2.0,4.51,21.118537200504413,10
2026-03-23,9,0EE51B79E853,19.0,19 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on offline_duration_sec,94.17129262490087,5.828707375099128,1.0,0.0,0.84,20.665741475019825,11
2026-03-23,14,0217820BFFB2,16.0,16 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on offline_duration_sec,90.52706552706553,9.472934472934469,4.0,1.0,7.359999999999999,20.394586894586894,12
2026-03-23,13,0EF47B410B41,17.0,17 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,89.05109489051095,10.948905109489047,1.0,1.0,3.68,20.189781021897808,13
2026-03-23,8,0EE587927263,19.0,19 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on offline_duration_sec,,0.0,0.0,0.0,0.0,19.0,14
2026-03-23,15,0A800188C20F,15.0,15 hour(s) beyond 3 sigma of this gateway's own 28-day baseline in the last 7 days; first breach on disconnection_cnt,90.95022624434388,9.049773755656119,2.0,0.0,1.69,17.809954751131222,15
